protein_annotation	regex_label	manual_label	note
DUF3850 domain-containing protein	low informative		
TYR_PHOSPHATASE_2 domain-containing protein	proper		
mu-like prophage FluMu major head subunit	proper		
Peroxisomal catalase	proper		
Cytosolic protein	low informative		
Uncharacterized exonuclease CP81	proper		
Penicillin amidase	proper		
Uncharacterized oxidoreductase YohF	proper		
cytidine and dCMP deaminase domain-containing protein 1-like	proper		
Sigma-B regulation protein RsbU (Phosphoserine phosphatase)	proper		
Bifunctional (P)ppGpp synthase/hydrolase RelA	proper		
Hydrolase_2 domain-containing protein	proper		
B-cell receptor associated protein-related protein	proper		
Deoxynucleotide monophosphate kinase	proper		
Tetratricopeptide (TPR) repeat protein	proper		
Type IV pilus assembly protein PilQ	proper		
Multidrug DMT transporter permease	proper		
Ribosomal RNA large subunit methyltransferase N isoform B	proper		
Homing endonuclease I-ApeII	proper		
uncharacterized protein LOC114330593	uninformative		
Band_7-domain-containing protein	proper		
Int protein	proper		
Putative 8-oxo-dGTP diphosphatase	proper		
2-polyprenyl-6-methoxyphenol hydroxylase-like FAD-dependent oxidoreductase	proper		
Primase C terminal 1 (PriCT-1)	proper		
Putative nicotinate phosphoribosyltransferase	proper		
Pentapeptide repeat protein	proper		
Unplaced genomic scaffold supercont1.19, whole genome shotgun sequence	uninformative		
Uncharacterized protein YceH (UPF0502 family)	low informative		
26S proteasome regulatory subunit RPN11	proper		
Phosphohydrolase (DHH superfamily)-like protein	proper		
D(2) dopamine receptor	proper		
Ribosomal protein 3/homing endonuclease-like fusion protein	proper		
Gp47	uninformative		
Kelch-like family member 31	proper		
P-loop-containing nucleoside triphosphate hydrolase	proper		
Protein kleF	proper		
HTH luxR-type domain-containing protein	proper		
Hsp90 chaperone protein kinase-targeting subunit	proper		
Molybdopterin-dependent oxidoreductase	proper		
breast cancer anti-estrogen resistance protein 1-like	proper		
Related to Deoxycytidylate deaminase	proper		
sodium/hydrogen exchanger 10-like	proper		
Putative virion core protein (Lumpy skin disease virus)	proper		
Twinkle protein isoform 2	proper		
Biopolymer transport protein	proper		
Uncharacterized 19.2 kDa protein in cobO 3'region (Modular protein)	proper		
Glycosyltransferase involved in cell wall biosynthesis	proper		
DNA modification methylase	proper		
Protein TOXD	proper		
Oligosaccharide repeat-containing polymerase	proper		
DUF4417 domain-containing protein	low informative		
Cell division cycle protein 48 like	proper		
6-pyruvoyltetrahydrobiopterin synthase	proper		
Putative 18 kDa heat shock protein	proper		
Ogfod2 protein	proper		
NUDIX hydrolase	proper		
von Willebrand factor type A metal sensing stress response protein	proper		
Integrase catalytic domain-containing protein	proper		
DNA gyrase subunit Aic/mitochondrial	proper		
uncharacterized protein LOC115888732 isoform X2	proper		
TPP_enzyme_M domain-containing protein	proper		
Type III restriction system endonuclease	proper		
Rubisco subunit binding-protein beta subunit	proper		
Soluble lytic transglycosylase/ABC-type amino acid-binding protein	proper		
Global transactivator	proper		
Putative type VI secretion system protein VgrGA	proper		
Putative replication factor C subunit 5	proper		
Putative Mu-like prophage protein Gp47 (Baseplate assembly)	proper		
Predicted helicase, DEAD/H	proper		
NlpC/P60 family peptidase	proper		
PhiRv2 phage protein	proper		
NMN adenylyl transferase and transcriptional regulator	proper		
Ubiquinone biosynthesis protein UbiJ	proper		
PARP14	proper		
Putative 6-phosphogluconolactonase	proper		
Exo-glucosaminidase LytG family protein	proper		
Tec protein	proper		
Blvra protein	proper		
IgA-specific serine endopeptidase	proper		
Recombinase domain-containing protein	proper		
Regulatory protein RecX	proper		
Uncharacterized protein DUF2634	low informative		
Putative n-6 adenine-specific DNA methylase 4	proper		
Plastid division 2	proper		
Predicted ATP-dependent serine protease	proper		
KTI12 chromatin associated, putative	proper		
ExoI C-terminal domain-containing protein	proper		
Cupin_2 domain-containing protein	proper		
Phosphopantothenoylcysteine-synthetase	proper		
HTH-type transcriptional regulator PrtR (Modular protein)	proper		
Aaa+ atpase domain	proper		
DNA ligase 4	proper		
Cell end marker Tea3	proper		
Spiroplasmavirus-related protein	proper		
Bacteriophage protein of uncharacterized function (DUF646)	low informative		
M48 family metallopeptidase	proper		
IS21 family transposase ISAfe12	proper		
NAD/ferredoxin-dependent reductase-like protein	proper		
mitochondrial genome maintenance exonuclease 1 isoform X1	proper		
Band 7 stomatin-like protein	proper		
Molybdenum cofactor biosynthesis protein MoaA	proper		
Cell division protein (FtsH)	proper		
RmlC-like cupin family protein	proper		
SLAMF1	proper		
uncharacterized protein LOC112451699 isoform X1	proper		
3-deoxy-manno-octulosonate cytidylyltransferase	proper		
DNA-binding protein Spo0J-like protein	proper		
Death-on-curing protein	proper		
Conserved repeat protein	proper		
RAC family serine/threonineprotein kinase putative	proper		
LysM domain protein	proper		
NADPH dependent preQ0 reductase	proper		
Actin cytoskeleton organization protein	proper		
GemA protein	proper		
Hsp20 alpha crystallin family protein	proper		
Inosine-5'-monophosphate dehydrogenase	proper		
Prophage tail fimber assembly protein	proper		
uncharacterized protein LOC105170691 isoform X2	proper		
Transposase for insertion sequence element IS1001	proper		
mitochondrial genome maintenance exonuclease 1 isoform X2	proper		
NAD-binding protein	proper		
SAM-dependent methyltransferase	proper		
uncharacterized protein LOC115875674	uninformative		
Transglycosylase Slt family	proper		
Mitochondrial DNA polymerase I protein C, putative	proper		
Protease 4	proper		
Mu-like prophage protein gp36	proper		
ATP-dependent Clp protease adapter ClpS	proper		
Bacteriophage regulatory protein	proper		
GTP pyrophosphokinase / guanosine-3',5'-bis(Diphosphate) 3'-pyrophosphohydrolase	proper		
TGc domain-containing protein	proper		
D-glycero-D-manno-heptose 1-phosphate guanosyltransferase	proper		
Ribosomal protein acetyltransferase	proper		
KTI12-like protein	proper		
Coatomer subunit delta	proper		
Peptidase S45 penicillin	proper		
Helicase domain containing protein	proper		
BRIX1 protein	proper		
Putative calcium activated chlorine channel	proper		
Putative Nuclease SbcCD subunit C	proper		
Putative diguanylate cyclase YedQ	proper		
DnaB helicase-like protein	proper		
Gamma-glutamylaminecyclotransferase B	proper		
HepA-related protein	proper		
GDP-mannose 4,6 dehydratase	proper		
Alcohol dehydrogenase GroES-like domain family	proper		
Gp51	uninformative		
Putative DUF1064 protein	low informative		
Putative domain HDIG-containing protein	proper		
Putative gamma-glutamylcyclotransferase BH1612	proper		
Urea amidolyase	proper		
Phage antitermination Q family protein	proper		
ras guanine nucleotide exchange factor F-like isoform X3	proper		
Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1	proper		
Gll3405 protein	proper		
AAA-ATPase At3g28520	proper		
leucine-zipper-like transcriptional regulator 1 homolog	proper		
Heat shock protein 60, putative	proper		
Putative prophage PSSB64-01, Orf35	proper		
protein STICHEL-like 2 isoform X5	proper		
Putative exonuclease containing RNaseH-like domain	proper		
Putative alginate lyase	proper		
Bacteriophage lambda, GpZ, minor tail,Ankyrin repeat-containing domain,Ankyrin repeat	proper		
Recombinase A protein (RecA)	proper		
Metallopeptidase (SprT family)	proper		
Protein inter-alpha-trypsin	proper		
Helicase loader DnaL	proper		
Putative phage repressor protein, putative phage associated protein	proper		
AAA ATPase, cell division control protein, putative	proper		
DNA repair and recombination protein RAD54B, putative	proper		
SOS regulatory protein LexA	proper		
YbaK/prolyl-tRNA synthetase associated region	proper		
Pribosyltran domain-containing protein/Pribosyltran_N domain-containing protein	proper		
DNA repair protein RAD51 homolog 2-like	proper		
Viroplasmin family protein	proper		
DNA-directed RNA polymerase 2, chloroplastic/mitochondrial	proper		
Bacteriophage capsid protein-like protein	proper		
Poly A polymerase head domain protein	proper		
Erlin-1-like protein	proper		
GTP diphosphokinase	proper		
Putative tail length determination protein	proper		
Putative Tellurium resistance protein TerA	proper		
Ribonucleoside-diphosphate reductase protein, alpha subunit	proper		
N(6)-L-threonylcarbamoyladenine synthase	proper		
Highly reducing polyketide synthase alt5	proper		
LAMI_0G16886g1_1	proper		
Phage-encoded peptidoglycan binding protein	proper		
collagen triple helix repeat-containing protein 1-like	proper		
Phosphate starvation-induced protein	proper		
Wyosine [tRNA(Phe)-imidazoG37] synthetase (Radical SAM superfamily)	proper		
DSPc domain-containing protein	proper		
Auxin-binding protein 1	proper		
Bcs1 aaa-type	proper		
5-carboxymethyl uridine and 5-carboxymethyl 2-thiouridine methyltransferase	proper		
Kelch repeat and BTB domain-containing protein 10	proper		
Putative ATPase, AAA family domain-containing protein	proper		
BTAD domain-containing protein	proper		
Putative recombination endonuclease	proper		
Hypoxanthine-guanine-xanthine phosphoribosyltransferase	proper		
Putative GHKL domain containing protein	proper		
small heat shock protein HspB-like	proper		
Peptidase, family M23	proper		
Denitrification regulatory protein nirQ	proper		
Predicted phage phi-C31 gp36 major capsid-like protein	proper		
AAA family ATPase AFG2	proper		
Protein RecA-like	proper		
PsaE	proper		
Prophage PSPPH06, major capsid protein P2 family	proper		
Uncharacterized low-complexity protein	proper		
SPBc2 prophage-derived putative antirepressor protein YoqD	proper		
Actin-fragmin kinase-like	proper		
Alkanesulfonate transporter substrate-binding subunit	proper		
Thiamin pyrophosphokinase	proper		
Lipase/Acylhydrolase family protein	proper		
Repair and recombination protein RAD54-like	proper		
Sulfhydryl oxidase	proper		
CD-NTase-associated protein 12	proper		
Glycine zipper 2TM domain-containing protein	proper		
DNA segregation ATPase FtsK/SpoIIIE family	proper		
IS481 family transposase ISChy3	proper		
AGAP002604-PA	proper		
Similar to Q9RNA5_MICAE Uma4	proper		
NEDD4-binding protein 2-like isoform X3	proper		
Prophage PssSM-03, Orf7	proper		
Multifunctional non-homologous end joining protein LigD	proper		
PKHD1L1 protein	proper		
DNA repair protein recA 2, mitochondrial isoform X2	proper		
DNA_ligase_k_alpha_-_putative	proper		
SPFH domain band 7 family	proper		
mRNA interferase YafO	proper		
DNA_pol_B domain-containing protein	proper		
Ribonucleotide reductase of class Ib (Aerobic) subunit alpha	proper		
Chromatin associated protein	proper		
Ripk4 protein	proper		
Phage BR0599 family protein	low informative		
Pseudaminic acid biosynthesis-associated protein PseG	proper		
Oxygen sensor protein DosP	proper		
EH domain-containing protein	proper		
Biliverdin reductase B	proper		
Phage gp36-like protein	uninformative		
uncharacterized protein LOC106156623	uninformative		
Adipocyte complement related protein-like protein of 30 kDa	proper		
DgyrCDS8363	proper		
Putative phage major head protein	proper		
Mu g-like protein	proper		
Bacteriophage protein PF04883 family	proper		
Cellulase	proper		
TerF	proper		
Similar to Uncharacterized protein YkgB acc. no. O34499	proper		
Calcineurin-like phosphoesterase family protein/ ApaH type	proper		
Multifunctional non-homologous end joining DNA repair protein LigD	proper		
LAGLIDADG homing endonuclease type 1	proper		
Abhydrolase_3 domain-containing protein	proper		
Pectate lyase superfamily protein	proper		
P63C domain protein	proper		
RecE	proper		
Putative laglidadg DNA endonuclease	proper		
Amidase enhancer	proper		
PEP-CTERM putative exosortase interaction domain-containing protein	proper		
UbiG2	proper		
dTMP kinase	proper		
Kel-3	proper		
TIGR02281 family clan AA aspartic protease	proper		
Transcriptional regulator, Middle operon regulator (Mor) family	proper		
Heterotetrameric sarcosine oxidase beta-subunit	proper		
6-pyruvoyl tetrahydrobiopterin synthase	proper		
tRNA nucleotidyltransferase, A-adding	proper		
Gp54 protein	uninformative		
Putative mitochondrial genome maintenance exonuclease 1	proper		
Gamma-glutamylcyclotransferase-like protein	proper		
Bacteriocin family protein	proper		
Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3	proper		
Uncharacterized protein AlNc14C6G819	uninformative		
Putative Cro/CI family transcriptional regulator	proper		
p4 family phage/plasmid primase	proper		
IRC3 (YDR332W)	proper		
Transcriptional regulator, PadR-like family	proper		
ruBisCO large subunit-binding protein subunit beta, chloroplastic-like isoform X3	proper		
Pre-mRNA-splicing factor SLU7	proper		
NLI interacting factor-like phosphatase	proper		
3'(2'),5'-bisphosphate nucleotidase CysQ	proper		
Peptidoglycan binding domain/papain family cysteine protease	proper		
DCD domain-containing protein	proper		
DNA single-strand annealing protein ERF family	proper		
Mu transposase domain protein	proper		
Cation transport regulator ChaC	proper		
Uracil-DNA glycosylase, family 4	proper		
CD200R5	proper		
MukB domain-containing protein	proper		
Prophage PSPPH01, DNA circulation protein	proper		
UDP-N-acetylglucosamine 1-carboxyvinyltransferase	proper		
Ribonuclease H-like domain	proper		
Blr1267 protein	proper		
DNA-binding transcriptional repressor PuuR	proper		
Uncharacterized protein DUF4258	low informative		
SmpA / OmlA family protein	proper		
Miscellaneous hypothetical/partial homology	proper		
Putative glutamine amidotransferase	proper		
Ribosomal RNA adenine methylase transferase	proper		
DJ-1_PfpI domain-containing protein	proper		
Putative Na(+)/H(+) exchanger yjcE	proper		
Superoxide dismutase [Mn], mitochondrial	proper		
Transcriptional regulator LytR family protein	proper		
DgyrCDS44	proper		
Bacteriophage capsid protein	proper		
